COD;CNPJ;NOME;STATUS
1495;53500476000158;ESCOLA PEQUENO MIOSOTIS;Sem dados para emitir
1522;01921183000140;JOSE XAVIER CARDOSO MATERIAIS;Sem dados para emitir
1535;43471212000160;MALAVAZI & PIAIA EMPREENDIMENTO IMOBILIARIO SPE LTDA;Sem dados para emitir
1547;67372599000165;HELIA DELLA LIBERA;Sem dados para emitir
1551;48201156000167;IBEC INDUSTRIA BASICA DE EQUIPAMENTOS P CERAMICA LTDA;Sem dados para emitir
1552;02592557000194;JOAO LUIZ SALLES VALINHOS;Sem dados para emitir
1553;25038105000160;TORREZIN COMERCIO DE VINHOS LTDA;Sem dados para emitir
1555;20425563000139;LUIS M. CARVALHO PINA;Sem dados para emitir
1557;01849585000181;MANTUANELLI E BERTACIN GRAFICA JUNDIAI LTDA;Sem dados para emitir
1560;12835935000177;MARCIA MARIA DOS SANTOS RIBEIRO 41261030826;Sem dados para emitir
1568;14185140000196;TUBOTAC ANDAIMES E EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA;Sem dados para emitir
1571;10802744000183;MASTER CABO TELECOMUNICACOES LIMITADA;Sem dados para emitir
1572;03501212000140;PEDROZO COMERCIO DE MADEIRAS TUUBARAO LTDA;Empresa não encontrada
1575;02152473000130;WF CANDIDA COMERCIO E SERVICOS AUTOMOTIVOS LTDA;Sem dados para emitir
1576;02730812000118;WF ARARAS COMERCIO E SERVICOS AUTOMOTIVOS LTDA;Sem dados para emitir
1577;05725555000114;R F M COMERCIO E SERVICOS AUTOMOTIVOS LTDA.;Sem dados para emitir
1578;24200756000142;ROBERTO TADEU FRATARI;Sem dados para emitir
1582;45822764000109;TIJOLO TECNICO FABR E COM DE PRODS PARA CONSTRUCAO LTDA;Sem dados para emitir
1583;11059190000139;THIAGO T. SIKOTA;Sem dados para emitir
1585;07584276000103;BORSTNAR & SANTOS LIMITADA;Sem dados para emitir
1586;12374498000131;NELCI GAZARINI REBECCHI ALVES BAR;Sem dados para emitir
1588;66637257000167;NUNES & NUNES BAR E MERCEARIA DE VALINHOS LTDA;Sem dados para emitir
1589;93310357000238;RG REGULADORA SERVICOS TECNICOS DE SEGUROS LTDA;Sem dados para emitir
1592;03837593000133;IVANI MARCIA DA SILVA;Sem dados para emitir
1597;47630991000150;CAMARGO FAGUNDES & CIA LTDA;Sem dados para emitir
1601;15126888000180;TORNIZIELLO E VECHINI CONSULTORIA E ENGENHARIA LTDA;Sem dados para emitir
1602;08179912000184;PITON E IRMAO LIMITADA;Sem dados para emitir
1606;59575332000147;MARTINS E MARANA PRODUCOES S/C LTDA;Empresa não encontrada
1608;00253114000143;FACIGRAF ARTES GRAFICAS LTDA;Sem dados para emitir
1612;12424764000193;R.J SISTEMAS DE SEGURANCA LIMITADA;Sem dados para emitir
1613;08237279000133;T.P.J.C REPRESENTACAO COMERCIAL LIMITADA;Sem dados para emitir
